date,n,rolling_avg
2017-04-28,48,59.142857142857146
2017-04-29,67,59.42857142857143
2017-04-30,77,60.285714285714285
2017-05-01,68,62.57142857142857
2017-05-02,59,61
2017-05-03,50,60.142857142857146
2017-05-04,61,61.42857142857143
2017-05-05,62,63.42857142857143
2017-05-06,74,64.42857142857143
2017-05-07,76,64.28571428571429
2017-05-08,76,65.42857142857143
2017-05-09,68,66.71428571428571
2017-05-10,64,68.71428571428571
2017-05-11,53,67.57142857142857
2017-05-12,65,68
2017-05-13,78,68.57142857142857
2017-05-14,88,70.28571428571429
2017-05-15,70,69.42857142857143
2017-05-16,65,69
2017-05-17,77,70.85714285714286
2017-05-18,62,72.14285714285714
2017-05-19,76,73.71428571428571
2017-05-20,78,73.71428571428571
2017-05-21,72,71.42857142857143
2017-05-22,60,70
2017-05-23,66,70.14285714285714
2017-05-24,57,67.28571428571429
2017-05-25,50,65.57142857142857
2017-05-26,48,61.57142857142857
2017-05-27,72,60.714285714285715
2017-05-28,92,63.57142857142857
2017-05-29,64,64.14285714285714
2017-05-30,52,62.142857142857146
2017-05-31,45,60.42857142857143
2017-06-01,84,65.28571428571429
2017-06-02,58,66.71428571428571
2017-06-03,75,67.14285714285714
2017-06-04,76,64.85714285714286
2017-06-05,68,65.42857142857143
2017-06-06,47,64.71428571428571
2017-06-07,58,66.57142857142857
2017-06-08,56,62.57142857142857
2017-06-09,66,63.714285714285715
2017-06-10,60,61.57142857142857
2017-06-11,92,63.857142857142854
2017-06-12,78,65.28571428571429
2017-06-13,73,69
2017-06-14,68,70.42857142857143
2017-06-15,74,73
2017-06-16,67,73.14285714285714
2017-06-17,64,73.71428571428571
2017-06-18,96,74.28571428571429
2017-06-19,94,76.57142857142857
2017-06-20,61,74.85714285714286
2017-06-21,62,74
2017-06-22,57,71.57142857142857
2017-06-23,55,69.85714285714286
2017-06-24,86,73
2017-06-25,83,71.14285714285714
2017-06-26,67,67.28571428571429
2017-06-27,62,67.42857142857143
2017-06-28,54,66.28571428571429
2017-06-29,65,67.42857142857143
2017-06-30,50,66.71428571428571
2017-07-01,87,66.85714285714286
2017-07-02,80,66.42857142857143
2017-07-03,89,69.57142857142857
2017-07-04,87,73.14285714285714
2017-07-05,69,75.28571428571429
2017-07-06,48,72.85714285714286
2017-07-07,54,73.42857142857143
2017-07-08,85,73.14285714285714
2017-07-09,79,73
2017-07-10,62,69.14285714285714
2017-07-11,52,64.14285714285714
2017-07-12,63,63.285714285714285
2017-07-13,71,66.57142857142857
2017-07-14,60,67.42857142857143
2017-07-15,73,65.71428571428571
2017-07-16,78,65.57142857142857
2017-07-17,78,67.85714285714286
2017-07-18,66,69.85714285714286
2017-07-19,63,69.85714285714286
2017-07-20,76,70.57142857142857
2017-07-21,60,70.57142857142857
2017-07-22,74,70.71428571428571
2017-07-23,94,73
2017-07-24,72,72.14285714285714
2017-07-25,59,71.14285714285714
2017-07-26,62,71
2017-07-27,63,69.14285714285714
2017-07-28,70,70.57142857142857
2017-07-29,71,70.14285714285714
2017-07-30,69,66.57142857142857
2017-07-31,66,65.71428571428571
2017-08-01,74,67.85714285714286
2017-08-02,55,66.85714285714286
2017-08-03,58,66.14285714285714
2017-08-04,71,66.28571428571429
2017-08-05,65,65.42857142857143
2017-08-06,70,65.57142857142857
2017-08-07,58,64.42857142857143
2017-08-08,49,60.857142857142854
2017-08-09,65,62.285714285714285
2017-08-10,62,62.857142857142854
2017-08-11,76,63.57142857142857
2017-08-12,76,65.14285714285714
2017-08-13,84,67.14285714285714
2017-08-14,63,67.85714285714286
2017-08-15,75,71.57142857142857
2017-08-16,56,70.28571428571429
2017-08-17,74,72
2017-08-18,51,68.42857142857143
2017-08-19,83,69.42857142857143
2017-08-20,100,71.71428571428571
2017-08-21,72,73
2017-08-22,52,69.71428571428571
2017-08-23,60,70.28571428571429
2017-08-24,62,68.57142857142857
2017-08-25,55,69.14285714285714
2017-08-26,57,65.42857142857143
2017-08-27,14,53.142857142857146
2017-08-28,28,46.857142857142854
2017-08-29,53,47
2017-08-30,63,47.42857142857143
2017-08-31,59,47
2017-09-01,75,49.857142857142854
2017-09-02,71,51.857142857142854
2017-09-03,92,63
2017-09-04,75,69.71428571428571
2017-09-05,59,70.57142857142857
2017-09-06,47,68.28571428571429
2017-09-07,54,67.57142857142857
2017-09-08,73,67.28571428571429
2017-09-09,75,67.85714285714286
2017-09-10,81,66.28571428571429
2017-09-11,71,65.71428571428571
2017-09-12,64,66.42857142857143
2017-09-13,57,67.85714285714286
2017-09-14,61,68.85714285714286
2017-09-15,69,68.28571428571429
2017-09-16,87,70
2017-09-17,106,73.57142857142857
2017-09-18,57,71.57142857142857
2017-09-19,55,70.28571428571429
2017-09-20,64,71.28571428571429
2017-09-21,56,70.57142857142857
2017-09-22,65,70
2017-09-23,78,68.71428571428571
2017-09-24,88,66.14285714285714
2017-09-25,58,66.28571428571429
2017-09-26,63,67.42857142857143
2017-09-27,54,66
2017-09-28,63,67
2017-09-29,58,66
2017-09-30,86,67.14285714285714
2017-10-01,90,67.42857142857143
2017-10-02,66,68.57142857142857
2017-10-03,67,69.14285714285714
2017-10-04,68,71.14285714285714
2017-10-05,71,72.28571428571429
2017-10-06,64,73.14285714285714
2017-10-07,75,71.57142857142857
2017-10-08,94,72.14285714285714
2017-10-09,75,73.42857142857143
2017-10-10,53,71.42857142857143
2017-10-11,44,68
2017-10-12,44,64.14285714285714
2017-10-13,56,63
2017-10-14,78,63.42857142857143
2017-10-15,97,63.857142857142854
2017-10-16,76,64
2017-10-17,51,63.714285714285715
2017-10-18,52,64.85714285714286
2017-10-19,52,66
2017-10-20,59,66.42857142857143
2017-10-21,77,66.28571428571429
2017-10-22,76,63.285714285714285
2017-10-23,54,60.142857142857146
2017-10-24,51,60.142857142857146
2017-10-25,59,61.142857142857146
2017-10-26,66,63.142857142857146
2017-10-27,61,63.42857142857143
2017-10-28,58,60.714285714285715
2017-10-29,90,62.714285714285715
2017-10-30,58,63.285714285714285
2017-10-31,54,63.714285714285715
2017-11-01,82,67
2017-11-02,58,65.85714285714286
2017-11-03,58,65.42857142857143
2017-11-04,65,66.42857142857143
2017-11-05,75,64.28571428571429
2017-11-06,56,64
2017-11-07,64,65.42857142857143
2017-11-08,46,60.285714285714285
2017-11-09,45,58.42857142857143
2017-11-10,52,57.57142857142857
2017-11-11,68,58
2017-11-12,76,58.142857142857146
2017-11-13,74,60.714285714285715
2017-11-14,52,59
2017-11-15,52,59.857142857142854
2017-11-16,59,61.857142857142854
2017-11-17,73,64.85714285714286
2017-11-18,76,66
2017-11-19,71,65.28571428571429
2017-11-20,71,64.85714285714286
2017-11-21,65,66.71428571428571
2017-11-22,69,69.14285714285714
2017-11-23,70,70.71428571428571
2017-11-24,61,69
2017-11-25,62,67
2017-11-26,96,70.57142857142857
2017-11-27,58,68.71428571428571
2017-11-28,65,68.71428571428571
2017-11-29,53,66.42857142857143
2017-11-30,47,63.142857142857146
2017-12-01,67,64
2017-12-02,66,64.57142857142857
2017-12-03,86,63.142857142857146
2017-12-04,58,63.142857142857146
2017-12-05,57,62
2017-12-06,55,62.285714285714285
2017-12-07,50,62.714285714285715
2017-12-08,55,61
2017-12-09,73,62
2017-12-10,71,59.857142857142854
2017-12-11,59,60
2017-12-12,55,59.714285714285715
2017-12-13,60,60.42857142857143
2017-12-14,52,60.714285714285715
2017-12-15,53,60.42857142857143
2017-12-16,64,59.142857142857146
2017-12-17,93,62.285714285714285
2017-12-18,53,61.42857142857143
2017-12-19,70,63.57142857142857
2017-12-20,59,63.42857142857143
2017-12-21,55,63.857142857142854
2017-12-22,67,65.85714285714286
2017-12-23,69,66.57142857142857
2017-12-24,68,63
2017-12-25,90,68.28571428571429
2017-12-26,73,68.71428571428571
2017-12-27,55,68.14285714285714
2017-12-28,46,66.85714285714286
2017-12-29,66,66.71428571428571
2017-12-30,87,69.28571428571429
2017-12-31,82,71.28571428571429
